dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:date,dcterms:available,dcterms:type:en,dcterms:type:pt,dcterms:medium:pt,dcterms:medium:en,dcterms:format:pt,dcterms:format:en,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,schema:polygon,foaf:depicts,schema:width,schema:height,media,item_sets
007A6P3F03-049,Ipanema vista do Arpoador,"Foto provavelmente tirada do Arpoador, divisa entre Ipanema e Copacabana. A imagem mostra toda a extensão da praia de Ipanema até o Leblon. Ao fundo, a pedra da Gávea e o morro dos Dois Irmãos. os primeiros bondes que percorrem o bairro datam de 1902.",Marc Ferrez,1906 circa,1903/1909,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q106452651 Colotipia,http://wikidata.org/wiki/Q106452651 Collotype print,http://wikidata.org/wiki/Q100575647 Impressão fotomecânica,http://wikidata.org/wiki/Q100575647 Photomechanical print,,,http://acervos.ims.com.br/portals/#/detailpage/79124 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772918 Wikidata,-22.98801,-43.19107,"POLYGON ((-43.191073 -22.98801, -43.192917 -22.988604, -43.192936 -22.988551, -43.192954 -22.988496, -43.19297 -22.988442, -43.192983 -22.988387, -43.192995 -22.988331, -43.193005 -22.988276, -43.193013 -22.98822, -43.19302 -22.988163, -43.193024 -22.988107, -43.193026 -22.98805, -43.193027 -22.987994, -43.193025 -22.987937, -43.193022 -22.987881, -43.193016 -22.987825, -43.193009 -22.987769, -43.193 -22.987713, -43.192989 -22.987657, -43.192976 -22.987602, -43.192961 -22.987547, -43.192944 -22.987493, -43.192926 -22.987439, -43.192905 -22.987386, -43.191073 -22.98801))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007A6P3F03-049.jpg,all||views
007ALA022,Vista aérea da Praça Mauá e da Avenida Rio Branco (antiga Avenida Central),,Jorge Kfuri,1921 circa,1916/1926,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82476 Instituto Moreira Salles,,-22.89148,-43.1824,"POLYGON ((-43.182403 -22.891485, -43.178588 -22.896983, -43.178778 -22.89709, -43.178971 -22.897192, -43.179167 -22.897289, -43.179366 -22.89738, -43.179569 -22.897465, -43.179774 -22.897544, -43.179982 -22.897617, -43.180192 -22.897684, -43.180405 -22.897745, -43.180619 -22.897799, -43.180835 -22.897848, -43.181053 -22.89789, -43.181272 -22.897926, -43.181492 -22.897956, -43.181714 -22.897979, -43.181935 -22.897996, -43.182158 -22.898006, -43.18238 -22.89801, -43.182602 -22.898007, -43.182825 -22.897998, -43.183047 -22.897983, -43.183268 -22.897961, -43.183488 -22.897933, -43.183708 -22.897898, -43.183924 -22.897857, -43.182403 -22.891485))",,170.0,121.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007ALA022.jpg,all||views
007ALA050,"Vista aérea do bairro da Glória, destaque para Igreja Nossa Senhora da Glória do Outeiro",,Jorge Kfuri,1921 circa,1916/1926,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82494 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621009 Wikidata,-22.9218,-43.17125,"POLYGON ((-43.171251 -22.921796, -43.173703 -22.922162, -43.173714 -22.922091, -43.173723 -22.922019, -43.173729 -22.921948, -43.173733 -22.921876, -43.173735 -22.921804, -43.173734 -22.921732, -43.173731 -22.921661, -43.173725 -22.921589, -43.173716 -22.921517, -43.173706 -22.921446, -43.173693 -22.921375, -43.173677 -22.921305, -43.173659 -22.921235, -43.173639 -22.921166, -43.173616 -22.921097, -43.173591 -22.921029, -43.173564 -22.920961, -43.173534 -22.920895, -43.173502 -22.920829, -43.173468 -22.920765, -43.173432 -22.920701, -43.173394 -22.920638, -43.173353 -22.920577, -43.17331 -22.920517, -43.173266 -22.920458, -43.171251 -22.921796))",http://www.wikidata.org/entity/Q1532671 Glória,172.0,122.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007ALA050.jpg,all||views
007ALA110,Vista aérea da praia de Copacabana,,Jorge Kfuri,1921 circa,1916/1926,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82555 Instituto Moreira Salles,,-22.9704,-43.1747,"POLYGON ((-43.174696 -22.970397, -43.185229 -22.973934, -43.185345 -22.973628, -43.18545 -22.973318, -43.185544 -22.973006, -43.185628 -22.972691, -43.185701 -22.972373, -43.185763 -22.972054, -43.185814 -22.971733, -43.185854 -22.971411, -43.185883 -22.971088, -43.185901 -22.970764, -43.185908 -22.97044, -43.185904 -22.970116, -43.185889 -22.969792, -43.185862 -22.969468, -43.185825 -22.969146, -43.185777 -22.968824, -43.185718 -22.968505, -43.185648 -22.968187, -43.185567 -22.967871, -43.185476 -22.967558, -43.185373 -22.967248, -43.185261 -22.966941, -43.185138 -22.966637, -43.185004 -22.966337, -43.184902 -22.966124, -43.174696 -22.970397))",,172.0,122.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007ALA110.jpg,all||views
007ALA112,Vista aérea das praias de Copacabana e de Ipanema,,Jorge Kfuri,1921 circa,1916/1926,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82559 Instituto Moreira Salles,,-22.98438,-43.18082,"POLYGON ((-43.180818 -22.984382, -43.192732 -22.989446, -43.192899 -22.989099, -43.193054 -22.988747, -43.193196 -22.988391, -43.193327 -22.988032, -43.193445 -22.987668, -43.193551 -22.987301, -43.193645 -22.986932, -43.193725 -22.986559, -43.193793 -22.986185, -43.193848 -22.985809, -43.193891 -22.985432, -43.19392 -22.985053, -43.193936 -22.984674, -43.19394 -22.984294, -43.19393 -22.983915, -43.193908 -22.983536, -43.193872 -22.983158, -43.193824 -22.982781, -43.193763 -22.982406, -43.193689 -22.982032, -43.193603 -22.981661, -43.193504 -22.981293, -43.193392 -22.980928, -43.193268 -22.980566, -43.193132 -22.980208, -43.193131 -22.980206, -43.180818 -22.984382))",,171.0,122.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007ALA112.jpg,all||views
007CX019-09,Leblon; Avenida Niemeyer,,Marc Ferrez,1921 circa,1916/1926,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q355674 Autocromo,http://wikidata.org/wiki/Q355674 Autochrome,http://wikidata.org/wiki/Q97570383 Diapositivo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q97570383 Glass diapositive||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87146 Instituto Moreira Salles,,-22.99196,-43.2337,"POLYGON ((-43.233703 -22.99196, -43.231846 -22.992519, -43.231866 -22.992572, -43.231888 -22.992625, -43.231911 -22.992677, -43.231937 -22.992729, -43.231964 -22.992779, -43.231992 -22.992829, -43.232023 -22.992878, -43.232055 -22.992926, -43.232089 -22.992974, -43.232124 -22.99302, -43.232161 -22.993065, -43.2322 -22.993109, -43.23224 -22.993152, -43.232281 -22.993194, -43.232324 -22.993234, -43.232368 -22.993273, -43.232413 -22.993311, -43.23246 -22.993348, -43.232508 -22.993383, -43.232557 -22.993417, -43.232608 -22.993449, -43.232659 -22.99348, -43.232711 -22.99351, -43.232765 -22.993538, -43.232819 -22.993564, -43.232874 -22.993589, -43.23293 -22.993612, -43.232974 -22.993629, -43.233703 -22.99196))",,125.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX019-09.jpg,all||views
007CX019-10,Vista noturna do Passeio Público,,Marc Ferrez,1917 circa,1912/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q355674 Autocromo,http://wikidata.org/wiki/Q355674 Autochrome,http://wikidata.org/wiki/Q97570383 Diapositivo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q97570383 Glass diapositive||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87145 Instituto Moreira Salles,,-22.91388,-43.17662,"POLYGON ((-43.17662 -22.913881, -43.17512 -22.91273, -43.175081 -22.912774, -43.175044 -22.912819, -43.175009 -22.912865, -43.174975 -22.912912, -43.174943 -22.91296, -43.174912 -22.913009, -43.174883 -22.913059, -43.174856 -22.913109, -43.174831 -22.913161, -43.174807 -22.913213, -43.174785 -22.913266, -43.174765 -22.913319, -43.174747 -22.913373, -43.17473 -22.913428, -43.174716 -22.913482, -43.174703 -22.913538, -43.174692 -22.913593, -43.174684 -22.913649, -43.174677 -22.913705, -43.174672 -22.913762, -43.174668 -22.913818, -43.174667 -22.913875, -43.174668 -22.913931, -43.174671 -22.913988, -43.174675 -22.914044, -43.174682 -22.9141, -43.17469 -22.914156, -43.174698 -22.914199, -43.17662 -22.913881))",,125.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX019-10.jpg,all||views
007CX019-11,Ministério da Agricultura,,Marc Ferrez,1917 circa,1912/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q355674 Autocromo,http://wikidata.org/wiki/Q355674 Autochrome,http://wikidata.org/wiki/Q97570383 Diapositivo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q97570383 Glass diapositive||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87147 Instituto Moreira Salles,,-22.95356,-43.16959,"POLYGON ((-43.16959 -22.953562, -43.170457 -22.955174, -43.170512 -22.955148, -43.170565 -22.95512, -43.170618 -22.955091, -43.17067 -22.955061, -43.17072 -22.955029, -43.17077 -22.954996, -43.170818 -22.954961, -43.170865 -22.954925, -43.170911 -22.954887, -43.170956 -22.954848, -43.170999 -22.954808, -43.171041 -22.954767, -43.171081 -22.954724, -43.17112 -22.95468, -43.171157 -22.954636, -43.171193 -22.95459, -43.171227 -22.954543, -43.17126 -22.954495, -43.171291 -22.954446, -43.17132 -22.954397, -43.171348 -22.954346, -43.171374 -22.954295, -43.171398 -22.954243, -43.17142 -22.95419, -43.171441 -22.954137, -43.171459 -22.954083, -43.171476 -22.954029, -43.171491 -22.953974, -43.171504 -22.953919, -43.171516 -22.953863, -43.171525 -22.953808, -43.171532 -22.953751, -43.171538 -22.953695, -43.171539 -22.953682, -43.16959 -22.953562))",,125.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX019-11.jpg,all||views
007CX020-01,"Lapa, Passeio Público, Palácio Monroe, Rua Santa Luzia e Morro do Castelo; vistos da Rua Taylor",,Marc Ferrez,1915 circa,1910/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q85621807 Glass plate negative||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87631 Instituto Moreira Salles,,-22.91786,-43.1784,"POLYGON ((-43.178397 -22.917857, -43.179041 -22.908351, -43.178716 -22.908337, -43.178391 -22.908333, -43.178067 -22.908338, -43.177742 -22.908352, -43.177418 -22.908376, -43.177096 -22.908409, -43.176774 -22.908451, -43.176454 -22.908503, -43.176136 -22.908563, -43.17582 -22.908633, -43.175507 -22.908712, -43.175197 -22.908801, -43.174889 -22.908898, -43.174585 -22.909004, -43.174285 -22.909118, -43.173989 -22.909241, -43.173698 -22.909373, -43.173411 -22.909513, -43.173129 -22.909662, -43.172852 -22.909818, -43.172581 -22.909983, -43.172315 -22.910155, -43.172055 -22.910334, -43.171802 -22.910522, -43.171555 -22.910716, -43.171315 -22.910918, -43.171082 -22.911126, -43.170856 -22.911341, -43.170637 -22.911562, -43.170426 -22.91179, -43.170223 -22.912023, -43.170029 -22.912263, -43.169842 -22.912508, -43.169782 -22.91259, -43.178397 -22.917857))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX020-01.jpg,all||views
007CX020-03,"Alto da Boa Vista, visto da Antiga Estrada do Caminho do Jardim; atual Estrada da Vista Chinesa",,Marc Ferrez,1915 circa,1910/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q85621807 Glass plate negative||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87632 Instituto Moreira Salles,,-22.96974,-43.25927,"POLYGON ((-43.25927 -22.969742, -43.259874 -22.971452, -43.259933 -22.971434, -43.25999 -22.971414, -43.260047 -22.971392, -43.260103 -22.971369, -43.260158 -22.971344, -43.260212 -22.971318, -43.260265 -22.97129, -43.260317 -22.97126, -43.260369 -22.971229, -43.260419 -22.971197, -43.260468 -22.971163, -43.260516 -22.971127, -43.260563 -22.971091, -43.260608 -22.971053, -43.260652 -22.971013, -43.260695 -22.970973, -43.260736 -22.970931, -43.260776 -22.970888, -43.260814 -22.970844, -43.260851 -22.970799, -43.260886 -22.970752, -43.26092 -22.970705, -43.260952 -22.970657, -43.260982 -22.970608, -43.26101 -22.970559, -43.25927 -22.969742))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX020-03.jpg,all||views
007CX020-06,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",,Marc Ferrez,1920 circa,1916/1923,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q85621807 Glass plate negative||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87633 Instituto Moreira Salles,,-22.99716,-43.24149,"POLYGON ((-43.241487 -22.997161, -43.243434 -22.997314, -43.243438 -22.997258, -43.24344 -22.997201, -43.243441 -22.997145, -43.243439 -22.997088, -43.243436 -22.997032, -43.243431 -22.996975, -43.243423 -22.996919, -43.243414 -22.996863, -43.243403 -22.996808, -43.24339 -22.996753, -43.243375 -22.996698, -43.243358 -22.996644, -43.24334 -22.99659, -43.243319 -22.996536, -43.243297 -22.996484, -43.243273 -22.996432, -43.243247 -22.99638, -43.24322 -22.99633, -43.243191 -22.99628, -43.24316 -22.996231, -43.243127 -22.996183, -43.243093 -22.996137, -43.243057 -22.996091, -43.24302 -22.996046, -43.242981 -22.996002, -43.242978 -22.995998, -43.241487 -22.997161))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX020-06.jpg,all||views
007CX020-08,Vista do Rio de Janeiro; a partir do alto do Corcovado,,Marc Ferrez,1915 circa,1910/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q85621807 Glass plate negative||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87634 Instituto Moreira Salles,,-22.95178,-43.21007,"POLYGON ((-43.210066 -22.951782, -43.204122 -22.910515, -43.202717 -22.910707, -43.20132 -22.91094, -43.199932 -22.911213, -43.198553 -22.911526, -43.197186 -22.911879, -43.195832 -22.912271, -43.194491 -22.912702, -43.193166 -22.913172, -43.191858 -22.91368, -43.190568 -22.914225, -43.189296 -22.914808, -43.188046 -22.915427, -43.186817 -22.916082, -43.185611 -22.916772, -43.184429 -22.917496, -43.183272 -22.918255, -43.182142 -22.919046, -43.181039 -22.91987, -43.179965 -22.920725, -43.178921 -22.921611, -43.177907 -22.922527, -43.176925 -22.923472, -43.175976 -22.924444, -43.17506 -22.925444, -43.174193 -22.926452, -43.210066 -22.951782))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX020-08.jpg,all||views
007CX021-01,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",,Marc Ferrez,1920 circa,1916/1923,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q85621807 Glass plate negative||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87635 Instituto Moreira Salles,,-22.99846,-43.25585,"POLYGON ((-43.255854 -22.998463, -43.257615 -22.999241, -43.257641 -22.99919, -43.257665 -22.999138, -43.257687 -22.999085, -43.257708 -22.999032, -43.257726 -22.998978, -43.257743 -22.998924, -43.257758 -22.998869, -43.25777 -22.998814, -43.257781 -22.998758, -43.257791 -22.998702, -43.257798 -22.998646, -43.257803 -22.99859, -43.257806 -22.998533, -43.257808 -22.998477, -43.257807 -22.99842, -43.257805 -22.998364, -43.257801 -22.998308, -43.257794 -22.998251, -43.257786 -22.998195, -43.257776 -22.99814, -43.257764 -22.998084, -43.25775 -22.998029, -43.257735 -22.997975, -43.257717 -22.99792, -43.257697 -22.997867, -43.257676 -22.997814, -43.257653 -22.997761, -43.257628 -22.99771, -43.257602 -22.997659, -43.257573 -22.997609, -43.257555 -22.997578, -43.255854 -22.998463))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX021-01.jpg,all||views
007CX021-03,"Catete, Glória e Pão de Açucar; tomados de Santa Tereza",,Marc Ferrez,1915 circa,1910/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q85621807 Glass plate negative||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87638 Instituto Moreira Salles,,-22.91811,-43.18158,"POLYGON ((-43.181584 -22.918105, -43.179734 -22.91868, -43.179754 -22.918733, -43.179776 -22.918786, -43.179801 -22.918838, -43.179826 -22.918889, -43.179854 -22.918939, -43.179883 -22.918989, -43.179914 -22.919038, -43.179947 -22.919086, -43.179981 -22.919133, -43.180017 -22.919178, -43.180054 -22.919223, -43.180093 -22.919267, -43.180134 -22.919309, -43.180176 -22.919351, -43.180219 -22.919391, -43.180263 -22.91943, -43.180309 -22.919467, -43.180356 -22.919504, -43.180404 -22.919538, -43.180454 -22.919572, -43.180504 -22.919604, -43.180556 -22.919634, -43.180609 -22.919663, -43.180662 -22.919691, -43.180717 -22.919717, -43.18072 -22.919718, -43.181584 -22.918105))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX021-03.jpg,all||views
007CX021-05,Avenida Central (atual Rio Branco) e Palácio Monroe (ao fundo); tomados da Avenida República do Paraguai,,Marc Ferrez,1915 circa,1910/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q85621807 Glass plate negative||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87637 Instituto Moreira Salles,,-22.91027,-43.17939,"POLYGON ((-43.179388 -22.91027, -43.173091 -22.910307, -43.173095 -22.91049, -43.173106 -22.910672, -43.173123 -22.910853, -43.173146 -22.911034, -43.173175 -22.911214, -43.17321 -22.911394, -43.173251 -22.911572, -43.173299 -22.911749, -43.173352 -22.911924, -43.173412 -22.912098, -43.173477 -22.91227, -43.173548 -22.91244, -43.173625 -22.912608, -43.173707 -22.912774, -43.173796 -22.912937, -43.173889 -22.913097, -43.173988 -22.913255, -43.174093 -22.91341, -43.174203 -22.913561, -43.174317 -22.91371, -43.174437 -22.913855, -43.174562 -22.913996, -43.174691 -22.914134, -43.174819 -22.914262, -43.179388 -22.91027))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX021-05.jpg,all||views
007CX021-06,Morro do Pão de Açúcar; visto do morro da Urca,,Marc Ferrez,1917 circa,1912/1922,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q85621807 Negativo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q85621807 Glass plate negative||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87636 Instituto Moreira Salles,,-22.951,-43.1638,"POLYGON ((-43.1638 -22.950996, -43.162227 -22.949929, -43.162192 -22.949975, -43.162158 -22.950022, -43.162125 -22.95007, -43.162095 -22.950119, -43.162066 -22.950169, -43.162038 -22.950219, -43.162013 -22.950271, -43.161989 -22.950323, -43.161967 -22.950375, -43.161946 -22.950429, -43.161928 -22.950483, -43.161911 -22.950537, -43.161897 -22.950592, -43.161884 -22.950647, -43.161873 -22.950703, -43.161864 -22.950759, -43.161857 -22.950815, -43.161851 -22.950871, -43.161848 -22.950928, -43.161847 -22.950984, -43.161847 -22.951041, -43.16185 -22.951097, -43.161854 -22.951153, -43.161861 -22.95121, -43.161869 -22.951266, -43.161879 -22.951321, -43.161891 -22.951377, -43.161905 -22.951432, -43.161921 -22.951486, -43.161938 -22.95154, -43.161949 -22.95157, -43.1638 -22.950996))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX021-06.jpg,all||views
007CX022-01,Praia de Santa Luzia; tomada de Santa Teresa,,Marc Ferrez,1912 circa,1907/1917,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q355674 Autocromo,http://wikidata.org/wiki/Q355674 Autochrome,http://wikidata.org/wiki/Q97570383 Diapositivo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q97570383 Glass diapositive||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87641 Instituto Moreira Salles,,-22.91819,-43.17896,"POLYGON ((-43.178959 -22.918194, -43.17659 -22.911102, -43.17635 -22.911174, -43.176112 -22.911253, -43.175876 -22.911339, -43.175644 -22.911432, -43.175415 -22.911531, -43.17519 -22.911637, -43.174968 -22.911749, -43.17475 -22.911868, -43.174536 -22.911992, -43.174327 -22.912123, -43.174122 -22.91226, -43.173922 -22.912403, -43.173727 -22.912552, -43.173538 -22.912706, -43.173353 -22.912866, -43.173174 -22.91303, -43.173001 -22.9132, -43.172834 -22.913375, -43.172672 -22.913555, -43.172517 -22.913739, -43.172368 -22.913927, -43.172226 -22.91412, -43.172091 -22.914317, -43.171962 -22.914518, -43.17184 -22.914721, -43.178959 -22.918194))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX022-01.jpg,all||views
007CX022-03,"Enseada de Botafogo; ao fundo, o Morro do Corcovado",,Marc Ferrez,1912 circa,1907/1917,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q355674 Autocromo,http://wikidata.org/wiki/Q355674 Autochrome,http://wikidata.org/wiki/Q97570383 Diapositivo de vidro||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q97570383 Glass diapositive||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/87639 Instituto Moreira Salles,,-22.94317,-43.17621,"POLYGON ((-43.176211 -22.943171, -43.17775 -22.944279, -43.177787 -22.944234, -43.177822 -22.944187, -43.177856 -22.94414, -43.177889 -22.944092, -43.177919 -22.944043, -43.177948 -22.943993, -43.177975 -22.943943, -43.178001 -22.943891, -43.178024 -22.943839, -43.178046 -22.943786, -43.178066 -22.943733, -43.178085 -22.943679, -43.178101 -22.943625, -43.178116 -22.94357, -43.178128 -22.943514, -43.178139 -22.943459, -43.178148 -22.943403, -43.178155 -22.943347, -43.17816 -22.94329, -43.178163 -22.943234, -43.178164 -22.943178, -43.178163 -22.943121, -43.178161 -22.943065, -43.178156 -22.943008, -43.17815 -22.942952, -43.178141 -22.942896, -43.178131 -22.94284, -43.178119 -22.942785, -43.178105 -22.94273, -43.178089 -22.942675, -43.178077 -22.942641, -43.176211 -22.943171))",,130.0,60.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/007CX022-03.jpg,all||views
