Document ID,Title,Creator,Description (Portuguese),Date,First Year,Last Year,Type,Collection,Provider,Material,Fabrication Method,Rights,Required Statement,Width,Height,Document URL,Media URL
0071824cx043a-11,Marinha - embarcação não identificada,Marc Ferrez,Provavelmente se trata de uma barca para a estação de Niterói ou Paquetá.,circa 1890,1885,1910,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76150,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx043a-11/full/max/0/default.jpg
0071824cx045-01,"Estrada de Ferro do Corcovado, com o Mirante Chapéu do Sol, Km 3.6",Marc Ferrez,"Trechoda Estrada de Ferro do Corcovado, Km 3.6, entre a estação das Paineiras e o cume do Corcovado. O Mirante Chapéu de Sol ficava antes da chegada ao cume do Corcovado, onte ficava a estação final.",circa 1885,1884,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76152,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx045-01/full/max/0/default.jpg
0071824cx045-02,"Estrada de Ferro do Corcovado, com o mirante Chapéu do Sol ao fundo",Marc Ferrez,Estrada de Ferro do Corcovado.,circa 1885,1884,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76236,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx045-02/full/max/0/default.jpg
0071824cx045-03,"Estrada de Ferro do Corcovado com o Mirante Chapéu do Sol, Km 3.6",Marc Ferrez,"Trecho da Estrada de Ferro do Corcovado, Km 3.6, entre a estação das Paineiras e a estação final no alto do Corcovado.",circa 1885,1884,1889,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76153,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx045-03/full/max/0/default.jpg
0071824cx045-04,"Vista da enseada de Botafogo, a partir do Mirante Dona Marta",Marc Ferrez,Destaque para o Morro do Pão de Açucar e para o Morro da Viúva.,circa 1885,1880,1900,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76154,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx045-04/full/max/0/default.jpg
0071824cx045-10,"Estrada de Ferro do Corcovado, Viaduto do Silvestre, Km 1 (aproximadamente)",Marc Ferrez,"Em 1882 D. Pedro II deu permissão a Francisco Pereira Passos para construção e exploração da Estrada de Ferro do Corcovado, que foi inaugurada em 1884 pelo próprio imperador. Silvestre tem esse nome por causa de Silvestre Pires de Carvalho, dono de uma chácara em Santa Teresa adquirida em 1853 pelo governo para um novo reservatório a serviço da água que descia do Rio da Carioca para os chafarizes do Largo de mesmo nome. Ficava no fim da rua do Aqueduto, lugar da futura estação de trem do Corcovado.",circa 1885,1884,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76155,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx045-10/full/max/0/default.jpg
0071824cx045-11,"Estrada de Ferro do Corcovado, Viaduto do Silvestre, Km 1 (aproximadamente)",Marc Ferrez,"Em 1882 D. Pedro II deu permissão a Francisco Pereira Passos para construção e exploração da Estrada de Ferro do Corcovado, que foi inaugurada em 1884 pelo próprio imperador. Silvestre tem esse nome por causa de Silvestre Pires de Carvalho, dono de uma chácara em Santa Teresa adquirida em 1853 pelo governo para um novo reservatório a serviço da água que descia do Rio da Carioca para os chafarizes do Largo de mesmo nome. Ficava no fim da rua do Aqueduto, lugar da futura estação de trem do Corcovado.",circa 1884,1884,1880,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76156,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx045-11/full/max/0/default.jpg
0071824cx045-12,Rua das Laranjeiras,Marc Ferrez,,circa 1887,1882,1892,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76157,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx045-12/full/max/0/default.jpg
0071824cx046-02,Bairro do Flamengo visto do Morro da Nova Cintra,Marc Ferrez,"Destaque para a Igreja Nossa Senhora da Glória e para o Largo do Machado. Ao fundo, o Pão de Açúcar e o Morro da Viúva.",circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76158,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx046-02/full/max/0/default.jpg
0071824cx046-05,"Entrada da Baía de Guanabara, com destaque para o Morro do Pão de Açúcar",Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,,,http://acervos.ims.com.br/portals/#/detailpage/76160,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx046-05/full/max/0/default.jpg
0071824cx046-06,"Pedra do Forte de Copacabana, atual Posto 6, com o Morro Dois Irmãos ao fundo",Marc Ferrez,,circa 1895,1890,1900,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/82439,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx046-06/full/max/0/default.jpg
0071824cx049-13,Rua Jardim Botânico,Marc Ferrez,Alameda das Palmeiras do Jardim Botânico à esquerda e o morro Dois Irmãos ao fundo.,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76162,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx049-13/full/max/0/default.jpg
0071824cx049b-02,"Entrada da Baía de Guanabara vista a partir de Niterói., ao fundo o Pão de Açúcar",Marc Ferrez,"É possível ver também os morros do Corcovado, Dois Irmãos e Pedra da Gávea.",circa 1883,1880,1883,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76163,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx049b-02/full/max/0/default.jpg
0071824cx049b-06,Morro do Corcovado a partir do Jardim Botânico,Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76164,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx049b-06/full/max/0/default.jpg
0071824cx049b-08,Interior do Jardim Botânico,Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76238,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx049b-08/full/max/0/default.jpg
0071824cx050-01,Rua do Ouvidor,Marc Ferrez,"Vista da Rua do Ouvidor, com Escola Politécnica ao fundo (atual IFCS/UFRJ).",circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76239,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx050-01/full/max/0/default.jpg
0071824cx050-06,"Jardim Botânico, antiga entrada lateral",Marc Ferrez,A entrada antiga ficava ao lado da aleia das Palmeiras.,circa 1880,1875,1885,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Collodion,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76165,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx050-06/full/max/0/default.jpg
0071824cx056-01,"Palácio Imperial de São Cristóvão, atual Museu Nacional",Marc Ferrez,"Ao longo do tempo, o Paço de São Cristóvão, que abriga hoje o Museu Nacional, sofreu diversas transformações, como a ampliação do palácio feita por D. Pedro II a partir de 1850.",circa 1887,1882,1892,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76166,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx056-01/full/max/0/default.jpg
0071824cx056-02,"Palácio Imperial de São Cristóvão, atual Museu Nacional",Marc Ferrez,"Ao longo do tempo, o Paço de São Cristóvão, que abriga hoje o Museu Nacional, sofreu diversas transformações, como a ampliação do palácio feita por D. Pedro II a partir de 1850.",circa 1887,1882,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76167,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx056-02/full/max/0/default.jpg
0071824cx056-04,"Monumento em homenagem ao Marechal Osório, estátua equestre, em frente ao Paço Imperial",Marc Ferrez,"Estátua equestre do Marechal Manuel Luis Osório, localizada na praça XV de Novembro e inaugurada no dia 12 de novembro de 1894.",circa 1903,1897,1907,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76168,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx056-04/full/max/0/default.jpg
0071824cx056-05,Monumento em homenagem ao Visconde de Rio Branco,Marc Ferrez,Escultura de autoria de Félix Maurice Charpentier. A inauguração ocorreu em 13 de maio de 1902.,circa 1902,1902,1907,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76169,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx056-05/full/max/0/default.jpg
0071824cx056-06,Monumento em homenagem ao Visconde de Rio Branco,Marc Ferrez,Escultura de autoria de Félix Maurice Charpentier. A inauguração ocorreu em 13 de maio de 1902.,circa 1902,1902,1907,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76170,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx056-06/full/max/0/default.jpg
0071824cx056-07,"Monumento em homenagem a D. Pedro I, estátua equestre",Marc Ferrez,"A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76171,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx056-07/full/max/0/default.jpg
0071824cx056-08,"Monumento em homenagem ao General Osório, estátua equestre, em frente ao Paço Imperial",Marc Ferrez,"Estátua equestre do Marechal Manuel Luis Osório, localizada na praça XV de Novembro, inaugurada no dia 12 de novembro de 1894.",circa 1895,1894,1900,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76172,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx056-08/full/max/0/default.jpg
0071824cx057-03,"Monumento em homenagem a D. Pedro I, estátua equestre",Marc Ferrez,"A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76203,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx057-03/full/max/0/default.jpg
0071824cx057-04,Morro do Corcovado a partir da Avenida Beira Mar,Marc Ferrez,,circa 1895,1890,1900,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76204,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx057-04/full/max/0/default.jpg
0071824cx057-09,Panorama do Rio de Janeiro visto do Morro do Castelo,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76205,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx057-09/full/max/0/default.jpg
0071824cx057-10,Ilha da Boa Viagem,Marc Ferrez,,circa 1880,1875,1885,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Collodion,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76206,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx057-10/full/max/0/default.jpg
0071824cx057-11,Ilha da Boa Viagem,Marc Ferrez,,circa 1880,1875,1885,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Collodion,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76207,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx057-11/full/max/0/default.jpg
0071824cx060-01,Baía de Guanabara vista de Niterói,Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76208,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-01/full/max/0/default.jpg
0071824cx060-02,"Monumento em homenagem a D. Pedro I, estátua equestre",Marc Ferrez,"A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",circa 1880,1875,1885,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Collodion,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76209,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-02/full/max/0/default.jpg
0071824cx060-03,Pedra do Índio,Marc Ferrez,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia de Icaraí, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá direito de escolha para qualquer região da Guanabara como recompensa da vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",circa 1884,1879,1889,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76210,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-03/full/max/0/default.jpg
0071824cx060-04,"Monumento em homenagem a D. Pedro I, estátua equestre",Marc Ferrez,"A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",circa 1880,1875,1885,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Collodion,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76211,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-04/full/max/0/default.jpg
0071824cx060-05,Centro do Rio de Janeiro visto a partir da Ilha das Cobras,Marc Ferrez,Destaque para o prédio da alfandega e para as cúpulas da Igreja da Candelária.,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76212,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-05/full/max/0/default.jpg
0071824cx060-06,"Largo do Paço, monumento em homenagem ao General Osório, estátua equestre",Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/69642,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-06/full/max/0/default.jpg
0071824cx060-07,"Monumento em homenagem a D. Pedro I, estátua equestre",Marc Ferrez,"A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76214,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-07/full/max/0/default.jpg
0071824cx060-08,"Monumento em homenagem a D. Pedro I, estátua equestre",Marc Ferrez,"A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/69643,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-08/full/max/0/default.jpg
0071824cx060-09,Cascata Grande da Tijuca,Marc Ferrez,,circa 1880,1875,1885,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Collodion,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76216,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-09/full/max/0/default.jpg
0071824cx060-12,"Floresta da Tijuca, ao fundo a Pedra da Gávea",Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76217,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx060-12/full/max/0/default.jpg
0071824cx063-02,Ilha da Boa Viagem,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76173,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx063-02/full/max/0/default.jpg
0071824cx063-06,"Ilha da Boa Viagem, Capela de Nossa Senhora da Boa Viagem",Marc Ferrez,,circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76175,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx063-06/full/max/0/default.jpg
0071824cx063-08,Ilha do Catalão,Marc Ferrez,"A Ilha das Cobras fica no interior da Baía de Guanabara, na cidade do Rio de Janeiro. Pertence à Marinha desde a época em que se fazia o escoamento do ouro das Minas Gerais pelo Rio de Janeiro, por volta do século XVIII. Foram construídas, na ilha, sucessivamente, três fortificações: Fortaleza de Santa Margarida, Forte Agostinho e Fortaleza Pau da Bandeira. Em 1761, o complexo de fortificações recebeu o nome de Fortaleza de São José da Ilha das Cobras.",circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/66513,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx063-08/full/max/0/default.jpg
0071824cx063-09,Ilha da Boa Viagem,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76176,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx063-09/full/max/0/default.jpg
0071824cx063-10,Ilha do Bom Jesus,Marc Ferrez,"A Ilha do Bom Jesus da Coluna era uma ilha localizada no interior da baía de Guanabara, na cidade do Rio de Janeiro, no Brasil. Entre 1949 e 1952, a ilha foi integrada por meio de aterro a sete ilhas vizinhas, formando a atual Ilha do Fundão.",circa 1885,1880,1890,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/66514,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx063-10/full/max/0/default.jpg
0071824cx064-10,Pedra do Índio,Marc Ferrez,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",circa 1884,1879,1889,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76190,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx064-10/full/max/0/default.jpg
0071824cx064-11,Pedra do Índio,Marc Ferrez,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",circa 1884,1879,1889,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,,,http://acervos.ims.com.br/portals/#/detailpage/76191,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx064-11/full/max/0/default.jpg
0071824cx064-14,Ilha do Catalão,Marc Ferrez,"A Ilha das Cobras fica no interior da Baía de Guanabara, na cidade do Rio de Janeiro. Pertence à Marinha desde a época em que se fazia o escoamento do ouro das Minas Gerais pelo Rio de Janeiro, por volta do século XVIII.",circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/71034,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx064-14/full/max/0/default.jpg
0071824cx064-15,Ilha da Boa Viagem,Marc Ferrez,,circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76193,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx064-15/full/max/0/default.jpg
0071824cx065-01,Teatro Municipal,Marc Ferrez,"Foi inaugurado em 1909, como parte do conjunto arquitetônico das Obras de Reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",circa 1910,1909,1915,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/82656,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx065-01/full/max/0/default.jpg
0071824cx065-02,Teatro Municipal,Marc Ferrez,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",circa 1910,1909,1915,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76218,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx065-02/full/max/0/default.jpg
0071824cx065-03,"Vista da Escola Nacional de Belas Artes, à esquerda o Teatro Municipal",Marc Ferrez,"Foto do cruzamento da Rua Evaristo da Veiga com a Avenida Rio Branco, vê-se parte do Theatro Municipal e o edifício construído para abrigar a Escola Nacional de Belas Artes.",circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76240,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx065-03/full/max/0/default.jpg
0071824cx065-04,"Supremo Tribunal Federal, atual Centro Cultural Justiça Federal",Marc Ferrez,"Antigo prédio do Supremo Tribunal Federal, localizado na Avenida Rio Branco, 241.",circa 1909,1909,1909,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,180,240,http://acervos.ims.com.br/portals/#/detailpage/76219,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx065-04/full/max/0/default.jpg
0071824cx065-05,Biblioteca Nacional,Marc Ferrez,,circa 1910,1910,1910,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76220,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx065-05/full/max/0/default.jpg
0071824cx065-06,Palácio Monroe,Marc Ferrez,"Palácio Monroe, inaugurado em 1904 com a exposição Universal de Saint Louis, foi demolido em 1975 na Cinelândia.",circa 1905,1904,1910,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76221,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx065-06/full/max/0/default.jpg
0071824cx065-07,Bairro do Flamengo visto do Morro Nova Cintra,Marc Ferrez,"Destaque para a Igreja Nossa Senhora da Glória, o Largo do Machado, parte do Morro da Viúva e para o Morro do Pão de Açúcar.",circa 1890,1885,1895,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,240,180,http://acervos.ims.com.br/portals/#/detailpage/76223,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/0071824cx065-07/full/max/0/default.jpg
