Document ID[19474],Title[19462],Creator[1603501],Description (Portuguese)[1612567],Date[19486],First Year[19466],Last Year[19467],Type[1604106],Collections[1711006],Provider[1731287],Material[1612569],Fabrication Method[1612568],Rights[1861241],Required Statement[19484],Width[1604102],Height[1604103],Document URL[796463],Media URL
007_IMG_2844,Bairro da Glória; destaque para a Igreja de Nossa Senhora da Glória do Outeiro,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105666,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2844/full/max/0/default.jpg
007_IMG_2899,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",Marc Ferrez,,circa 1912,1910,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107439,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2899/full/max/0/default.jpg
007_IMG_2907,Estruturas remanescentes da Exposição Nacional de 1908; Pavilhão da Sociedade Nacional de Agricultura e Pavilhão das Indústrias (antiga Escola Militar),Marc Ferrez,"O primeiro trecho do bondinho do Morro do Pão de Açúcar, entre a Praia Vermelha e o Morro da Urca, foi inaugurado em 27 de outubro de 1912.",circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105667,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2907/full/max/0/default.jpg
007_IMG_2924,Bairros do Catete e Flamengo vistos do Morro da Nova Cintra,Marc Ferrez,,circa 1914,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,65,60,http://acervos.ims.com.br/portals/#/detailpage/105541,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2924/full/max/0/default.jpg
007_IMG_2933,Museu Nacional,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105668,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2933/full/max/0/default.jpg
007_IMG_2939,Enseada de Botafogo e Avenida Beira Mar vistos do Morro da Viúva,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105670,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2939/full/max/0/default.jpg
007_IMG_2941,"Botafogo; ao fundo, o Morro do Corcovado",Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105669,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2941/full/max/0/default.jpg
007_IMG_2945,Enseada e bairro de Botafogo vistos do alto do Morro do Corcovado,Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105671,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2945/full/max/0/default.jpg
007_IMG_2946,Enseada e bairro de Botafogo vistos do alto do Morro do Corcovado,Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105672,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2946/full/max/0/default.jpg
007_IMG_2947,Enseada e bairro de Botafogo vistos do alto do Morro do Corcovado,Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105673,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2947/full/max/0/default.jpg
007_IMG_2953,Enseada e bairro de Botafogo vistos do Morro do Corcovado,Marc Ferrez,,circa 1914,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,65,60,http://acervos.ims.com.br/portals/#/detailpage/105674,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2953/full/max/0/default.jpg
007_IMG_2966,Exposição Internacional do Centenário da Independência de 1922 - Parque de Diversões,Marc Ferrez,,circa 1922,1922,1923,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107440,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2966/full/max/0/default.jpg
007_IMG_2971,Exposição Internacional do Centenário da Independência de 1922 - Palácio de Festas,Marc Ferrez,,circa 1922,1922,1923,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107441,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2971/full/max/0/default.jpg
007_IMG_2978,Exposição Internacional do Centenário da Independência de 1922 - Palácio de Festas,Marc Ferrez,,circa 1922,1922,1923,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107442,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_2978/full/max/0/default.jpg
007_IMG_3109,Estátua equestre em homenagem a D. Pedro I,Marc Ferrez,,circa 1912,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105675,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3109/full/max/0/default.jpg
007_IMG_3177,Exposição Internacional do Centenário da Independência - Palácio das Festas,Marc Ferrez,,circa 1922,1922,1923,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107443,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3177/full/max/0/default.jpg
007_IMG_3238,Palácio Monroe,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107444,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3238/full/max/0/default.jpg
007_IMG_3245,Morro do Castelo - Igreja de São Zacarias,Marc Ferrez,,circa 1912,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107446,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3245/full/max/0/default.jpg
007_IMG_3246,Morro do Castelo - Igreja de São Zacarias,Marc Ferrez,,circa 1912,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107445,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3246/full/max/0/default.jpg
007_IMG_3258,Museu Nacional,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105676,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3258/full/max/0/default.jpg
007_IMG_3266,Museu Nacional,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105677,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3266/full/max/0/default.jpg
007_IMG_3288,Morro Dois Irmãos a partir da Estrada do Redentor,Marc Ferrez,,circa 1914,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107447,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3288/full/max/0/default.jpg
007_IMG_3289,Morro Dois Irmãos a partir da Estrada do Redentor,Marc Ferrez,,circa 1914,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107448,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3289/full/max/0/default.jpg
007_IMG_3315,Observatório Nacional do Rio de Janeiro,Marc Ferrez,,circa 1914,1913,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107449,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3315/full/max/0/default.jpg
007_IMG_3327,Bairro da Glória visto de Santa Teresa,Marc Ferrez,,circa 1912,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107450,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3327/full/max/0/default.jpg
007_IMG_3331,Avenida Rio Branco; Teatro Municipal (à esquerda) e o Museu Nacional de Belas Artes (à direita),Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107451,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3331/full/max/0/default.jpg
007_IMG_3336,Avenida Rio Branco; Teatro Municipal (à esquerda) e o Museu Nacional de Belas Artes (à direita),Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107452,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3336/full/max/0/default.jpg
007_IMG_3341,Bairro da Glória visto de Santa Teresa,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107453,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3341/full/max/0/default.jpg
007_IMG_3345,"Bairro do Catete visto do Morro Santo Amaro; à direita, o Morro do Pão de Açúcar",Marc Ferrez,,circa 1912,1907,1915,Photograph,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,65,60,http://acervos.ims.com.br/portals/#/detailpage/107454,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3345/full/max/0/default.jpg
007_IMG_3354,"Estátua equestre em homenagem a General Osório; ao fundo, o Paço Imperial",Marc Ferrez,,circa 1912,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105678,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3354/full/max/0/default.jpg
007_IMG_3356,Enseada e bairro de Botafogo vistos do alto do Morro do Corcovado,Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107455,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3356/full/max/0/default.jpg
007_IMG_3358,Enseada e bairro de Botafogo vistos do alto do Morro do Corcovado,Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107457,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3358/full/max/0/default.jpg
007_IMG_3359,Enseada e bairro de Botafogo vistos do alto do Morro do Corcovado,Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107456,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3359/full/max/0/default.jpg
007_IMG_3360,Enseada e bairro de Botafogo vistos do alto do Morro do Corcovado,Marc Ferrez,,circa 1912,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107458,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3360/full/max/0/default.jpg
007_IMG_3385,Exposição Internacional do Centenário da Independência de 1922 - Palácio de Festas,Marc Ferrez,,circa 1922,1922,1923,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107460,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3385/full/max/0/default.jpg
007_IMG_3386,Exposição Internacional do Centenário da Independência de 1922 - Pavilhão da Bélgica,Marc Ferrez,,circa 1922,1922,1923,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107459,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3386/full/max/0/default.jpg
007_IMG_3393,Pedra de Itapuca,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107461,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3393/full/max/0/default.jpg
007_IMG_3394,Pedra de Itapuca,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107462,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3394/full/max/0/default.jpg
007_IMG_3396,Pedra de Itapuca,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107463,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3396/full/max/0/default.jpg
007_IMG_3441,Palácio dos Correios,Marc Ferrez,,circa 1914,1914,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107464,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3441/full/max/0/default.jpg
007_IMG_3445,Observatório Nacional do Rio de Janeiro,Marc Ferrez,,circa 1914,1913,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107465,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3445/full/max/0/default.jpg
007_IMG_3456,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107466,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3456/full/max/0/default.jpg
007_IMG_3467,"Botafogo; ao fundo, o Morro do Corcovado",Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107467,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3467/full/max/0/default.jpg
007_IMG_3477,Jardim Botânico do Rio de Janeiro,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107468,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3477/full/max/0/default.jpg
007_IMG_3478,Jardim Botânico do Rio de Janeiro,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107469,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3478/full/max/0/default.jpg
007_IMG_3479,Jardim Botânico do Rio de Janeiro,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107471,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3479/full/max/0/default.jpg
007_IMG_3480,Jardim Botânico do Rio de Janeiro - Aléia Barbosa Rodrigues,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107470,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3480/full/max/0/default.jpg
007_IMG_3558,Enseada de Botafogo,Marc Ferrez,,circa 1914,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,65,60,http://acervos.ims.com.br/portals/#/detailpage/105679,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3558/full/max/0/default.jpg
007_IMG_3593,Estação da Companhia Caminho Aéreo Pão de Açúcar; bondinho entre os morros do Pão de Açúcar e da Urca,Marc Ferrez,"O bondinho do Morro do Pão de Açúcar foi inaugurado (o seu primeiro trecho, entre a Praia Vermelha e o Morro da Urca) em 27 de outubro de 1912.",circa 1914,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107472,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3593/full/max/0/default.jpg
007_IMG_3599,Enseada de Botafogo,Marc Ferrez,,circa 1914,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105680,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3599/full/max/0/default.jpg
007_IMG_3606,Bairro de Botafogo a partir do Morro do Pão de Açúcar,Marc Ferrez,,circa 1914,1912,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105681,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3606/full/max/0/default.jpg
007_IMG_3640,Praia e bairro de Copacabana vistos da Ladeira do Leme,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/104052,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3640/full/max/0/default.jpg
007_IMG_3646,Avenida Niemeyer,Marc Ferrez,"A avenida Niemeyer foi oficialmente inaugurada durante a visita do Rei da Bélgica, Alberto I, ao Brasil, em 1920.Em 1912, Ferrez iniciou suas experiências com fotografia colorida, utilizando as placas autocromos  Lumière, primeiro processo industrializado para esse fim, lançado comercialmente em 1907 pela fábrica francesa. As primeiras imagens coloridas realizadas nesse período tomadas do interior de sua residência, onde aparecem sua mulher Maria, seu filho Julio, sua nora Claire e seus dois netos, Gilberto e Eduardo. Nesse momento, também refez, a cores, algumas das fotografias de paisagens, edificações e monumentos que se tornaram clássicas em preto e branco, como a Pedra de Itapuca e as vistas do Jardim Botânico. Durante os últimos 10 anos de sua vida, quando fez experiências com fotos coloridas, passou grandes temporadas na Europa: de abril de 1913 a início de 1914, de abril de 1915 a fevereiro de 1920 e de 5 de junho de 1921 a 14 de agosto de 1922 .",circa 1920,1920,1922,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/23420,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3646/full/max/0/default.jpg
007_IMG_3671,Bairro de Botafogo visto do Morro da Viúva,Marc Ferrez,,circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Diapositive,Gelatin Silver,,Provided by Instituto Moreira Salles,120,90,http://acervos.ims.com.br/portals/#/detailpage/107473,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3671/full/max/0/default.jpg
007_IMG_3672,"Enseada de Botafogo, Basílica Imaculada Conceição e o Morro do Corcovado",Marc Ferrez,,circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Diapositive,Gelatin Silver,,Provided by Instituto Moreira Salles,120,90,http://acervos.ims.com.br/portals/#/detailpage/107474,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3672/full/max/0/default.jpg
007_IMG_3673,"Enseada de Botafogo, Basílica Imaculada Conceição e o Morro do Corcovado",Marc Ferrez,,circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Diapositive,Gelatin Silver,,Provided by Instituto Moreira Salles,120,90,http://acervos.ims.com.br/portals/#/detailpage/107475,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3673/full/max/0/default.jpg
007_IMG_3674,"Enseada de Botafogo, Basílica Imaculada Conceição e o Morro do Corcovado",Marc Ferrez,,circa 1910,1905,1915,Photograph,Views,Instituto Moreira Salles,Glass Diapositive,Gelatin Silver,,Provided by Instituto Moreira Salles,120,90,http://acervos.ims.com.br/portals/#/detailpage/107476,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3674/full/max/0/default.jpg
007_IMG_3795,Basílica Imaculada Conceição,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/107477,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3795/full/max/0/default.jpg
007_IMG_3904,Estátua equestre em homenagem a D. Pedro I,Marc Ferrez,,circa 1912,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105682,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3904/full/max/0/default.jpg
007_IMG_3905,Estátua equestre em homenagem a D. Pedro I,Marc Ferrez,,circa 1912,1909,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Plate Negative,Gelatin Silver,,Provided by Instituto Moreira Salles,130,60,http://acervos.ims.com.br/portals/#/detailpage/105683,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3905/full/max/0/default.jpg
007_IMG_3958,Palácio Monroe,Marc Ferrez,"O Palácio Monroe, que na época de sua construção não tinha esse nome, foi a sede do Pavilhão Brasil na Exposição Universal de Saint Louis, também conhecida como Feira Mundial de Saint Louis, realizada entre 30 de abril e 1º de dezembro de 1904, em conjunto com os III Jogos Olímpicos. O prédio de estilo eclético, cujo projeto foi do político e engenheiro Francisco Marcelino de Souza Aguiar (1855 – 1935), conquistou o principal prêmio de arquitetura do evento. Pela primeira vez que arquitetura brasileira recebia reconhecimento internacional. Em 1906, foi remontado, no Rio de Janeiro, onde tornou-se um ícone da cidade, para sediar o III Congresso Pan-americano, e recebeu a denominação de Palácio Monroe. Em 1976, foi demolido.Em 1912, Ferrez iniciou suas experiências com fotografia colorida, utilizando as placas autocromos  Lumière, primeiro processo industrializado para esse fim, lançado comercialmente em 1907 pela fábrica francesa. As primeiras imagens coloridas realizadas nesse período tomadas do interior de sua residência, onde aparecem sua mulher Maria, seu filho Julio, sua nora Claire e seus dois netos, Gilberto e Eduardo. Nesse momento, também refez, a cores, algumas das fotografias de paisagens, edificações e monumentos que se tornaram clássicas em preto e branco, como a Pedra de Itapuca e as vistas do Jardim Botânico. Durante os últimos 10 anos de sua vida, quando fez experiências com fotos coloridas, passou grandes temporadas na Europa: de abril de 1913 a início de 1914, de abril de 1915 a fevereiro de 1920 e de 5 de junho de 1921 a 14 de agosto de 1922 .",circa 1912,1912,1922,Photograph,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,60,60,http://acervos.ims.com.br/portals/#/detailpage/23422,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3958/full/max/0/default.jpg
007_IMG_3960,Enseada de Botafogo,Marc Ferrez,,circa 1912,1907,1915,Photograph|Stereoscopy,Views,Instituto Moreira Salles,Glass Diapositive,Autochrome,,Provided by Instituto Moreira Salles,65,60,http://acervos.ims.com.br/portals/#/detailpage/105684,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/007_IMG_3960/full/max/0/default.jpg
