qid,P31,P31_a,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q65620119,Q125191,,"Largo de São Francisco, em destaque, a real Academia Militar",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1865-01-01T00:00:00Z/8|P580|+1860-01-01T00:00:00Z/9|P582|+1870-01-01T00:00:00Z/9,,,Q155,@-22.90469/-43.18057|P2044|13.773U11573|P7787|-139.48304U28390|P8208|85.95983U28390,,,,Q5877879,Q56055236,Q71989864,001ACL017006,Q107387614,50.0028U28390,240U174789,192U174789,76243
Q65620120,Q125191,,"Cemitério São João Batista, Botafogo e Pão de Açúcar, da chácara do sr. Rocha",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1866-01-01T00:00:00Z/8|P580|+1865-01-01T00:00:00Z/9|P582|+1870-01-01T00:00:00Z/9,,,Q155,@-22.95978/-43.19318|P2044|93.35486U11573|P7787|71.13587U28390|P8208|87.12764U28390,,,,Q5877879,Q56055236,Q71989864,001ACL017018,Q107387614,46.85U28390,240U174789,192U174789,79083
Q65620121,Q125191,,Hotel Bennett,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1865-01-01T00:00:00Z/8|P580|+1865-01-01T00:00:00Z/9|P582|+1870-01-01T00:00:00Z/9,,,Q155,@-22.97049/-43.28085|P2044|318.32188U11573|P7787|-80.03472U28390|P8208|92.62951U28390,,,,Q5877879,Q56055236,Q71989864,001ACL017022,Q107387614,27.94U28390,192U174789,240U174789,79084
Q65620122,Q125191,,Vista de Botafogo,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1870-01-01T00:00:00Z/8|P580|+1865-01-01T00:00:00Z/9|P582|+1875-01-01T00:00:00Z/9,,,Q155,@-22.9398/-43.17215|P2044|88.03607U11573|P7787|-65.6126U28390|P8208|90.12841U28390,,,,Q5877879,Q56055236,Q71989864,001ACL018004,Q1602553,110.0U28390,742U174789,183U174789,70972
Q65620123,Q125191,,Cais Pharoux e adjacências,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1865-01-01T00:00:00Z/8|P580|+1860-01-01T00:00:00Z/9|P582|+1870-01-01T00:00:00Z/9,,,Q155,@-22.89598/-43.17402|P2044|48.89323U11573|P7787|-139.82242U28390|P8208|87.81382U28390,,,,Q5877879,Q56055236,Q71989864,001ACL019004,Q107387614,64.76U28390,402U174789,274U174789,79085
Q65620124,Q125191,,"Vista da região central da cidade, a partir do Morro do Livramento.",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1865-01-01T00:00:00Z/8|P580|+1860-01-01T00:00:00Z/9|P582|+1870-01-01T00:00:00Z/9,,,Q155,@-22.90035/-43.19497|P2044|111.07419U11573|P7787|143.18859U28390|P8208|88.38523U28390,,,,Q5877879,Q56055236,Q71989864,001ACL019009,Q107387614,66.1754U28390,400U174789,275U174789,79086
Q65620125,Q125191,,Vista do Saco da Gamboa,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1865-01-01T00:00:00Z/8|P580|+1860-01-01T00:00:00Z/9|P582|+1870-01-01T00:00:00Z/9,,,Q155,@-22.89421/-43.19273|P2044|31.1477U11573|P7787|116.97435U28390|P8208|87.80107U28390,,,,Q5877879,Q56055236,Q71989864,001ACL019026,Q107387614,41.46U28390,370U174789,271U174789,79087
Q65620130,Q125191,,Morro do Senado,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1865-01-01T00:00:00Z/8|P580|+1860-01-01T00:00:00Z/9|P582|+1870-01-01T00:00:00Z/9,,,Q155,@-22.91901/-43.18708|P2044|91.65928U11573|P7787|2.8587U28390|P8208|86.29803U28390,,,,Q5877879,Q56055236,Q71989864,001ACL019043,Q107387614,34.24U28390,378U174789,274U174789,79169
Q65620134,Q125191,,Praia de Botafogo e Corcovado,,,+1911-01-01T00:00:00Z/8|P580|+1906-01-01T00:00:00Z/9|P582|+1916-01-01T00:00:00Z/9,,,Q155,@-22.94217/-43.17563|P2044|58.06189U11573|P7787|-104.94383U28390|P8208|87.69231U28390,,,,,Q100575647,Q71989864,001AE001002,Q1602553,45.35U28390,258U174789,173U174789,79127
Q65620135,Q125191,,Palácio Monroe,Fotografia de José dos Santos Affonso,Photograph by José dos Santos Affonso,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1921-01-01T00:00:00Z/9,,,Q155,@-22.91118/-43.17517|P2044|47.60182U11573|P7787|-175.67908U28390|P8208|94.6844U28390,,,,Q63993961,Q56055236,Q71989864,001ALA011001,Q172984,50.0U28390,216U174789,158U174789,88539
Q65620136,Q125191,,Teatro Municipal,Fotografia de José dos Santos Affonso (001ALA011002),Photograph by José dos Santos Affonso (001ALA011002),+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1921-01-01T00:00:00Z/9,,,Q155,@-22.91002/-43.17533|P2044|15.3599U11573|P7787|-45.80917U28390|P8208|90.70699U28390,,,,Q63993961,Q56055236,Q71989864,001ALA011002,Q172984,50.0U28390,220U174789,158U174789,88540
Q65620138,Q125191,,Avenida Rio Branco,Fotografia de José dos Santos Affonso,Photograph by José dos Santos Affonso,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1921-01-01T00:00:00Z/9,,,Q155,@-22.90432/-43.17809|P2044|30.1999U11573|P7787|-1.96905U28390|P8208|91.93722U28390,,,,Q63993961,Q56055236,Q71989864,001ALA011003,Q172984,50.0U28390,159U174789,219U174789,88541
Q65620139,Q125191,,Pão de Açúcar visto da Urca,,,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.95095/-43.16424|P2044|227.89664U11573|P7787|75.9831U28390|P8208|93.46603U28390,,,,,Q56055236,Q71989864,001ALA011005,Q172984,50.0U28390,216U174789,157U174789,75593
Q65620140,Q125191,,Vista tirada do Pão de Açúcar,,,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.95074/-43.1583|P2044|356.87615U11573|P7787|-126.49428U28390|P8208|85.74473U28390,,,,,Q56055236,Q71989864,001ALA011006,Q172984,50.0U28390,219U174789,160U174789,88542
Q65620141,Q125191,,Vista do Pão de Açúcar,,,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1921-01-01T00:00:00Z/9,,,Q155,@-22.95108/-43.16349|P2044|220.62021U11573|P7787|64.61737U28390|P8208|93.37907U28390,,,,,Q56055236,Q71989864,001ALA011008,Q172984,65.0U28390,217U174789,158U174789,75630
Q65620143,Q125191,,Praia de Botafogo,,,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.94536/-43.19343|P2044|299.83642U11573|P7787|89.92131U28390|P8208|84.94474U28390,,,,,Q56055236,Q71989864,001ALA011012,Q172984,50.0U28390,218U174789,161U174789,88544
Q65620144,Q125191,,Botafogo visto do Pão de Açúcar,,,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.94949/-43.1567|P2044|415.35735U11573|P7787|-88.28728U28390|P8208|88.57939U28390,,,,,Q56055236,Q71989864,001ALA011014,Q172984,50.0U28390,219U174789,160U174789,88545
Q65620149,Q125191,,Inauguração da Estátua da Amizade em frente a Igreja de Santa Luzia,Fotografia de Augusto Malta (001AM005001),Photograph by Augusto Malta (001AM005001),+1931-07-04T00:00:00Z/11|P580|+1931-01-01T00:00:00Z/9|P582|+1931-01-01T00:00:00Z/9,,,Q155,@-22.91057/-43.17165|P2044|10.34329U11573|P7787|-30.38157U28390|P8208|86.45198U28390,,,,Q16495239,Q56055236,Q71989864,001AM005001,Q107387614,50.0U28390,233U174789,170U174789,19349
Q65620150,Q125191,,Praça Marechal Floriano,Fotografia de Augusto Malta,Photograph by Augusto Malta,+1920-01-01T00:00:00Z/8|P580|+1917-01-01T00:00:00Z/9|P582|+1923-01-01T00:00:00Z/9,,,Q155,@-22.91033/-43.17631|P2044|32.77926U11573|P7787|3.93146U28390|P8208|83.82113U28390,,,,Q16495239,Q56055236,Q71989864,001AM010,Q172984,50.0U28390,227U174789,168U174789,77548
Q65620151,Q125191,,Vista do Pão de Açucar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1880-01-01T00:00:00Z/8|P580|+1875-01-01T00:00:00Z/9|P582|+1885-01-01T00:00:00Z/9,,,Q155,@-22.91996/-43.1814|P2044|85.88453U11573|P7787|140.44834U28390|P8208|84.12695U28390,,,,Q3180571,Q56055236,Q71989864,001AMF013001,Q107387614,30.88U28390,83U174789,49U174789,70868
Q65620152,Q125191,,Botafogo e Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1880-01-01T00:00:00Z/8|P580|+1875-01-01T00:00:00Z/9|P582|+1885-01-01T00:00:00Z/9,,,Q155,@-22.94104/-43.1777|P2044|8.63189U11573|P7787|-116.08U28390|P8208|92.91U28390,,,,Q3180571,Q56055236,Q71989864,001AMF013007,Q107387614,26.34U28390,83U174789,47U174789,70874
Q65620154,Q125191,,Vista panorâmica da enseada de Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.95184/-43.21001|P2044|710.60878U11573|P7787|80.11406U28390|P8208|79.9991U28390,,,,Q3180571,Q56055236,Q71989864,001AMF015022,Q107387614,56.33U28390,345U174789,155U174789,17195
Q65620155,Q125191,,"Vista da Praia de Botafogo, tomada do Morro da Viúva",Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/8|P580|+1902-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.94258/-43.17613|P2044|15.90632U11573|P7787|-123.0122U28390|P8208|94.24U28390,,,,Q4233718,Q56055236,Q71989864,001AN01001001,Q172984,50.0U28390,105U174789,78U174789,79093
Q65620156,Q125191,,Vista da praia de Botafogo,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1902-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.94187/-43.17513|P2044|54.89943U11573|P7787|-108.05538U28390|P8208|93.27547U28390,,,,Q4233718,Q56055236,Q71989864,001AN01001002,Q172984,38.21U28390,105U174789,78U174789,79152
Q65620157,Q125191,,"Vista da Praia de Botafogo, com o Morro do Corcovado à direita",Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/8|P580|+1902-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.94258/-43.17577|P2044|52.50228U11573|P7787|-122.38202U28390|P8208|89.82945U28390,,,,Q4233718,Q56055236,Q71989864,001AN01001003,Q172984,39.35U28390,105U174789,80U174789,79094
Q65620160,Q125191,,"Praia de Copacabana, com vista do Pão de Açúcar",Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/8|P580|+1902-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.9846/-43.18994|P2044|8.61878U11573|P7787|32.64702U28390|P8208|93.16U28390,,,,Q4233718,Q56055236,Q71989864,001AN01001007,Q172984,35.57U28390,105U174789,80U174789,80340
Q65620161,Q125191,,"Praia de Ipanema, com vista do Morro Dois Irmãos e da Pedra da Gávea",Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/8|P580|+1902-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.98966/-43.1911|P2044|10.85012U11573|P7787|-89.68901U28390|P8208|85.97856U28390,,,,Q4233718,Q56055236,Q71989864,001AN01001008,Q172984,46.99U28390,103U174789,74U174789,80341
Q65620162,Q125191,,"Praia de Ipanema, com Morro Dois Irmãos ao fundo",Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/8|P580|+1902-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.99092/-43.19136|P2044|6.60991U11573|P7787|-95.14113U28390|P8208|88.56702U28390,,,,Q4233718,Q56055236,Q71989864,001AN01001011,Q172984,36.31U28390,105U174789,80U174789,80344
Q65620166,Q125191,,Bairro do Catete visto de Santa Teresa,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/8|P580|+1902-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.92293/-43.19046|P2044|177.8516U11573|P7787|92.72546U28390|P8208|88.45834U28390,,,,Q4233718,Q56055236,Q71989864,001AN01002006,Q172984,46.89U28390,98U174789,73U174789,80357
Q65620168,Q125191,,Vista da Avenida Beira-Mar a partir da Glória,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/8|P580|+1912-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.9216/-43.18098|P2044|94.25025U11573|P7787|95.17823U28390|P8208|88.22771U28390,,,,Q4233718,Q56055236,Q71989864,001AN01002010,Q172984,39.26U28390,98U174789,73U174789,80361
Q65620170,Q125191,,"Vista da enseada de Botafogo, com Copacabana ao fundo, a partir do Mirante Dona Marta",Fotografia de Anônimo,Photograph by Unknown,+1911-01-01T00:00:00Z/8|P580|+1906-01-01T00:00:00Z/9|P582|+1916-01-01T00:00:00Z/9,,,Q155,@-22.94491/-43.19644|P2044|375.87589U11573|P7787|172.56289U28390|P8208|86.07146U28390,,,,Q4233718,Q56055236,Q71989864,001AN01002016,Q172984,34.83U28390,98U174789,73U174789,80367
Q65620171,Q125191,,Enseada de Botafogo a partir do Morro da Viúva,Fotografia de Anônimo,Photograph by Unknown,+1911-01-01T00:00:00Z/8|P580|+1906-01-01T00:00:00Z/9|P582|+1916-01-01T00:00:00Z/9,,,Q155,@-22.94239/-43.17551|P2044|61.89049U11573|P7787|102.17098U28390|P8208|85.98773U28390,,,,Q4233718,Q56055236,Q71989864,001AN01002019,Q172984,45.49U28390,98U174789,73U174789,80370
Q65620172,Q125191,,Rochas na Avenida Niemeyer,Fotografia de Anônimo,Photograph by Unknown,+1911-01-01T00:00:00Z/8|P580|+1906-01-01T00:00:00Z/9|P582|+1916-01-01T00:00:00Z/9,,,Q155,@-23.0/-43.24096|P2044|39.67658U11573|P7787|-99.34702U28390|P8208|89.23494U28390,,,,Q4233718,Q56055236,Q71989864,001AN01002034,Q172984,24.97U28390,98U174789,73U174789,80383
Q65620173,Q125191,,Rua Primeiro de Março,Fotografia de Anônimo (001AN01002039),Photograph by Unknown (001AN01002039),+1911-01-01T00:00:00Z/8|P580|+1906-01-01T00:00:00Z/9|P582|+1916-01-01T00:00:00Z/9,,,Q155,@-22.90354/-43.17448|P2044|20.83305U11573|P7787|-64.36497U28390|P8208|92.05029U28390,,,,Q4233718,Q56055236,Q71989864,001AN01002039,Q172984,30.91U28390,98U174789,73U174789,80386
Q65620175,Q125191,Q35158,"Fonte Adriano Ramos Pinto, no Jardim da Glória",Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/8|P580|+1902-01-01T00:00:00Z/9|P582|+1912-01-01T00:00:00Z/9,,,Q155,@-22.92066/-43.17616|P2044|11.06266U11573|P7787|148.02132U28390|P8208|92.49912U28390,,,,Q4233718,Q56055236,Q71989864,001AN02001004,Q172984,49.38U28390,134U174789,65U174789,80408
Q65620176,Q125191,,Avenida Beira-Mar,Fotografia de Anônimo (001AN30001001),Photograph by Unknown (001AN30001001),+1909-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1909-01-01T00:00:00Z/9,,,Q155,@-22.9433/-43.18227|P2044|30.57183U11573|P7787|79.69482U28390|P8208|84.68052U28390,,,,Q4233718,Q100575647,Q71989864,001AN30001001,Q172984,53.29U28390,137U174789,91U174789,80413
Q65620177,Q125191,,"Vista panorâmica da enseada de Botafogo, a partir do Morro do Corcovado",Fotografia de Anônimo,Photograph by Unknown,+1928-01-01T00:00:00Z/8|P580|+1923-01-01T00:00:00Z/9|P582|+1928-01-01T00:00:00Z/9,,,Q155,@-22.95193/-43.21042|P2044|713.39711U11573|P7787|84.17778U28390|P8208|81.3688U28390,,,,Q4233718,Q100575647,Q71989864,001AN31001001,Q172984,33.15U28390,133U174789,83U174789,80414
Q65620179,Q125191,,Panorama de Botafogo,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.95186/-43.21001|P2044|710.326U11573|P7787|87.4739U28390|P8208|79.64136U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022001,Q106452651,42.49U28390,233U174789,170U174789,70386
Q65620180,Q125191,,Enseada de Botafogo,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.94198/-43.17562|P2044|56.6426U11573|P7787|-107.25545U28390|P8208|88.29109U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022016,Q106452651,42.62U28390,233U174789,170U174789,70401
Q65620182,Q125191,,Jardim de Botafogo,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.94233/-43.18051|P2044|6.97311U11573|P7787|-109.75501U28390|P8208|95.75701U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022021,Q106452651,47.82U28390,233U174789,170U174789,70406
Q65620183,Q125191,,Pão de Açúcar e Urca,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.94319/-43.17614|P2044|8.94885U11573|P7787|120.163U28390|P8208|96.18699U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022024,Q106452651,38.76U28390,233U174789,170U174789,70383
Q65620184,Q125191,,Exposição Internacional do Centenário da Independência - Entrada,,,+1922-01-01T00:00:00Z/9|P580|+1922-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.91105/-43.17526|P2044|22.5437U11573|P7787|-178.86195U28390|P8208|90.54634U28390,,,,,Q56055236,Q71989864,001ATK012010,Q172984,50.0U28390,217U174789,159U174789,75614
Q65620185,Q125191,,Vista panorâmica do Rio de Janeiro,,,+1922-01-01T00:00:00Z/9|P580|+1922-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.94571/-43.19727|P2044|371.48069U11573|P7787|96.07346U28390|P8208|82.39874U28390,,,,,Q56055236,Q71989864,001ATK012024,Q172984,56.38U28390,218U174789,158U174789,75625
Q65620186,Q125191,,Enseada de Botafogo vista do morro do Corcovado,Fotografia de Anônimo,Photograph by Unknown,+1911-01-01T00:00:00Z/8|P580|+1906-01-01T00:00:00Z/9|P582|+1911-01-01T00:00:00Z/9,,,Q155,@-22.95191/-43.21007|P2044|703.26977U11573|P7787|84.3084U28390|P8208|79.75942U28390,,,,Q4233718,Q100575647,Q71989864,001BO001001,Q106452651,42.1U28390,137U174789,89U174789,80418
Q65620187,Q125191,,Pão de Açúcar e Morro do Pasmado,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,+1894-01-01T00:00:00Z/8|P580|+1892-01-01T00:00:00Z/9|P582|+1897-01-01T00:00:00Z/9,,,Q155,@-22.95117/-43.17763|P2044|61.34516U11573|P7787|83.51952U28390|P8208|87.09409U28390,,,,Q10312614,Q56055236,Q71989864,001GU001002,Q107387614,42.77U28390,271U174789,194U174789,80437
Q65620189,Q125191,,Panorama de Botafogo a partir do Pão de Açúcar,,,+1935-01-01T00:00:00Z/8|P580|+1930-01-01T00:00:00Z/9|P582|+1940-01-01T00:00:00Z/9,,,Q155,@-22.94953/-43.15658|P2044|405.99229U11573|P7787|-90.6425U28390|P8208|78.46823U28390,,,,,Q100575647,Q71989864,001MC001001,Q1602553,50.0U28390,132U174789,81U174789,82832
Q65620191,Q125191,,Vista da Enseada de Botafogo; a partir do Morro do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1895-01-01T00:00:00Z/8|P580|+1891-01-01T00:00:00Z/9|P582|+1900-01-01T00:00:00Z/9,,,Q155,@-22.95185/-43.21008|P2044|705.36626U11573|P7787|87.96781U28390|P8208|85.56054U28390,,,,Q3180571,Q56055236,Q71989864,001MF014001,Q107387614,47.01U28390,218U174789,149U174789,82380
Q65620192,Q125191,,Praia de Copacabana; a partir do Leme,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1895-01-01T00:00:00Z/8|P580|+1891-01-01T00:00:00Z/9|P582|+1900-01-01T00:00:00Z/9,,,Q155,@-22.95746/-43.17032|P2044|247.21912U11573|P7787|-130.12677U28390|P8208|81.02813U28390,,,,Q3180571,Q56055236,Q71989864,001MF014003,Q107387614,46.8U28390,217U174789,160U174789,88568
Q65620193,Q125191,,Aleia de palmeiras no Jardim Botânico,Fotografia de Marc Ferrez (001MF014005),Photograph by Marc Ferrez (001MF014005),+1890-01-01T00:00:00Z/8|P580|+1885-01-01T00:00:00Z/9|P582|+1895-01-01T00:00:00Z/9,,,Q155,@-22.9692/-43.22194|P2044|8.4869U11573|P7787|-55.9432U28390|P8208|111.81772U28390,,,,Q3180571,Q56055236,Q71989864,001MF014005,Q107387614,50.0U28390,159U174789,218U174789,88570
Q65620195,Q125191,,Enseada de Botafogo,Fotografia de Marc Ferrez (001MF015004),Photograph by Marc Ferrez (001MF015004),+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.94243/-43.17585|P2044|41.05951U11573|P7787|-116.52877U28390|P8208|90.44731U28390,,,,Q3180571,Q56055236,Q71989864,001MF015004,Q107387614,41.19U28390,250U174789,184U174789,88571
Q65620196,Q125191,,Encouraçado Riachuelo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.8905/-43.20889|P2044|0.29847U11573|P7787|67.35567U28390|P8208|97.32223U28390,,,,Q3180571,Q56055236,Q71989864,001MF029014,Q107387614,50.0U28390,209U174789,147U174789,82389
Q65620198,Q125191,,Enseada de Botafogo a partir do Morro do Corcovado,Fotografia de Anônimo,Photograph by Unknown,+1915-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.95186/-43.21002|P2044|731.09482U11573|P7787|89.31378U28390|P8208|80.00338U28390,,,,Q4233718,Q56055236,Q71989864,001RJ001001,Q172984,18.18U28390,155U174789,215U174789,82392
Q65620200,Q125191,,"Estátua Crepúsculo; ao fundo, o morro do Corcovado",Fotografia de Carlos Bippus,Photograph by Carlos Bippus,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.94224/-43.18037|P2044|6.97167U11573|P7787|-120.84258U28390|P8208|96.51824U28390,,,,Q63109147,Q56055236,Q71989864,001RJ008001,Q172984,40.05U28390,218U174789,158U174789,82400
Q65620201,Q125191,Q35158,"Praia de Botafogo; ao fundo, o Morro do Corcovado",,,+1906-01-01T00:00:00Z/9|P580|+1906-01-01T00:00:00Z/9|P582|+1906-01-01T00:00:00Z/9,,,Q155,@-22.94092/-43.17731|P2044|8.20242U11573|P7787|-104.76635U28390|P8208|96.23578U28390,,,,,Q56055236,Q71989864,001RO002007,Q172984,31.77U28390,155U174789,75U174789,82605
Q65620202,Q125191,Q35158,"Praia de Botafogo; ao fundo, o Morro do Corcovado",,,+1906-01-01T00:00:00Z/9|P580|+1906-01-01T00:00:00Z/9|P582|+1906-01-01T00:00:00Z/9,,,Q155,@-22.9414/-43.17821|P2044|9.80616U11573|P7787|-108.35799U28390|P8208|94.53484U28390,,,,,Q56055236,Q71989864,001RO002008,Q172984,34.02U28390,155U174789,75U174789,82597
Q65620203,Q125191,Q35158,Praia e Igreja de Santa Luzia,,,+1906-01-01T00:00:00Z/9|P580|+1906-01-01T00:00:00Z/9|P582|+1906-01-01T00:00:00Z/9,,,Q155,@-22.90917/-43.17186|P2044|13.08381U11573|P7787|-134.45629U28390|P8208|94.57165U28390,,,,,Q56055236,Q71989864,001RO002009,Q172984,50.0U28390,155U174789,75U174789,82568
Q65620204,Q125191,Q35158,Praia de Copacabana,,,+1906-01-01T00:00:00Z/9|P580|+1906-01-01T00:00:00Z/9|P582|+1906-01-01T00:00:00Z/9,,,Q155,@-22.98605/-43.18617|P2044|26.50525U11573|P7787|-99.5508U28390|P8208|89.85214U28390,,,,,Q56055236,Q71989864,001RO002011,Q172984,34.69U28390,155U174789,75U174789,82569
Q65620205,Q125191,Q35158,"Copacabana, praça Malvino Reis",,,+1906-01-01T00:00:00Z/9|P580|+1906-01-01T00:00:00Z/9|P582|+1906-01-01T00:00:00Z/9,,,Q155,@-22.96905/-43.18463|P2044|9.43329U11573|P7787|74.97967U28390|P8208|91.69735U28390,,,,,Q56055236,Q71989864,001RO002014,Q172984,49.9988U28390,155U174789,75U174789,82610
Q65620207,Q125191,Q35158,"Rua Primeiro de Março (antiga Rua Direita), prédio dos Correios",,,+1906-01-01T00:00:00Z/9|P580|+1906-01-01T00:00:00Z/9|P582|+1906-01-01T00:00:00Z/9,,,Q155,@-22.90407/-43.17453|P2044|9.79596U11573|P7787|-20.78886U28390|P8208|102.39666U28390,,,,,Q56055236,Q71989864,001RO002023,Q172984,50.0U28390,155U174789,75U174789,82613
Q65620208,Q125191,Q35158,Palácio da Prefeitura Municipal,,,+1906-01-01T00:00:00Z/9|P580|+1906-01-01T00:00:00Z/9|P582|+1906-01-01T00:00:00Z/9,,,Q155,@-22.90438/-43.18815|P2044|10.30386U11573|P7787|152.25702U28390|P8208|102.15159U28390,,,,,Q56055236,Q71989864,001RO002025,Q172984,62.41U28390,155U174789,75U174789,82614
Q65620211,Q125191,,Rua Direita e a Catedral Metropolitana,Fotografia de Augusto Stahl,Photograph by Augusto Stahl,+1862-01-01T00:00:00Z/8|P580|+1861-01-01T00:00:00Z/9|P582|+1863-01-01T00:00:00Z/9,,,Q155,@-22.90341/-43.17493|P2044|14.79981U11573|P7787|-44.86416U28390|P8208|94.54568U28390,,,,Q4821327,Q56055236,Q71989864,001SW001004,Q107387614,50.0U28390,194U174789,251U174789,17202
Q65620222,Q125191,,"Enseada de Botafogo, tomada a partir do morro do Corcovado; ao fundo, o Pão de Açúcar",Fotografia de Augusto Malta,Photograph by Augusto Malta,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.95185/-43.21001|P2044|704.27226U11573|P7787|81.21506U28390|P8208|81.60477U28390,,,,Q16495239,Q56055236,Q71989864,002051AM002001,Q172984,35.78U28390,226U174789,172U174789,82625
